id,data_provider,country,fault_type,product_category,brand,model,repair_status,age,event_date,problem
mobifix-1212,The Restart Project,NOR,Other buttons,Mobile,Apple,iPhone 5s,Fixed,5,2018-11-21,Slow home-button
mobifix-1213,The Restart Project,NOR,Sim card slot,Mobile,Samsung,s5,Repairable,2,2018-11-21,Doesn't work + sim card
mobifix-1214,The Restart Project,NOR,Headphone jack,Mobile,Apple,iPhone 6,Repairable,1,2018-11-21,plug for earphones broken
mobifix-1215,The Restart Project,NOR,Power/battery,Mobile,Apple,iPhone 6,End of life,4,2018-11-21,Turns off even when fully charged
mobifix-1216,The Restart Project,NOR,Screen,Mobile,LG,,Repairable,1,2018-11-21,Need new screen
mobifix-1217,The Restart Project,NOR,Other,Mobile,Samsung,s8,Fixed,1,2018-11-21,Change back cover
mobifix-1218,The Restart Project,NOR,Power/battery,Mobile,Apple,iPhone,Repairable,3,2018-11-21,"Won't charge, loose screen"
mobifix-1219,The Restart Project,NOR,Headphone jack,Mobile,Samsung,s7 edge,Repairable,2,2018-11-21,minijack-gate
mobifix-1220,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 5,Repairable,3,2018-11-21,Won't turn on
mobifix-1221,The Restart Project,NOR,Screen,Mobile,Microsoft,,Repairable,3,2018-11-21,Touch screen
mobifix-1222,The Restart Project,NOR,Screen,Mobile,Apple,iPhone 4,Repairable,3,2018-11-21,"""Dead"" screen"
mobifix-1223,The Restart Project,ISL,Screen,Mobile,Samsung,Galaxy J5,End of life,3,2018-11-22,Broken screen
mobifix-1224,The Restart Project,ISL,Power/battery,Mobile,Apple,Iphone SE,Fixed,4,2018-11-22,Battery poor
mobifix-1225,The Restart Project,ISL,Screen,Mobile,Apple,Iphone 4 s,End of life,6,2018-11-22,Broken glass and back
mobifix-1226,The Restart Project,ISL,Screen,Mobile,LG,G4,End of life,3,2018-11-22,Screen flickers
mobifix-1227,The Restart Project,ISL,Screen,Mobile,LG,G4,End of life,3,2018-11-22,Screen flickers
mobifix-1228,The Restart Project,GBR,Other,Mobile,Samsung,Galaxy 8,Fixed,,2018-11-24,Had been exposed to water and wanted to check for water damage
mobifix-1229,The Restart Project,GBR,Microphone,Mobile,Fairphone,,Repairable,,2018-11-24,The Mic & charging module not working. Couldn't fix it.
mobifix-1230,The Restart Project,HKG,Other buttons,Mobile,Apple,iPhone 7,Fixed,2,2018-11-25,"Home button and Touch ID not working; cracked screen 2 years ago, LCD and touch OK"
mobifix-1231,The Restart Project,HKG,Screen,Mobile,Apple,iPhone X,Repairable,1,2018-11-25,"Cracked Screen, Touch and LCD ok"
mobifix-1232,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 7 Plus,Repairable,2,2018-11-25,"Cracked Screen, battery dying fast"
mobifix-1233,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 7,Repairable,2,2018-11-25,"Cracked Screen, Touch and LCD ok"
mobifix-1234,The Restart Project,HKG,Software update,Mobile,Apple,iPhone 6,Repairable,2,2018-11-25,"Phone runs slow; changed battery 1 month ago but doesn't help, 4Gb of storage left from 64"
mobifix-1235,The Restart Project,HKG,Screen,Mobile,OnePlus,2,Fixed,1,2018-11-25,Cracked screen
mobifix-1236,The Restart Project,HKG,Power/battery,Mobile,Apple,iPhone 5,Fixed,4,2018-11-25,Battery and Screen Assembly Replacement
mobifix-1237,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 6,Fixed,4,2018-11-25,Screen assembly bracket missing
mobifix-1238,The Restart Project,HKG,USB/charging port,Mobile,Apple,iPhone SE,Fixed,2,2018-11-25,"Charging port blocked; water evaporation signs in front-facing camera (potential water damage); no other symptoms . Dirt in charging point, dust in camera channel"
mobifix-1239,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 8,Fixed,1,2018-11-25,Cracked digitiser
mobifix-1240,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 5S,Repairable,,2018-11-25,"Cracked digitiser, low battery health"
mobifix-1241,The Restart Project,HKG,Power/battery,Mobile,Xiaomi,5X,Fixed,1,2018-11-25,No battery
mobifix-1242,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 7 Plus,Fixed,2,2018-11-25,Cracked digitser
mobifix-1243,The Restart Project,HKG,Screen,Mobile,Redmi,Note 3,Fixed,2,2018-11-25,Cracked digitiser
mobifix-1244,repaircafe,NLD,Unknown,Mobile,Apple,,Unknown,,2018-11-25,Geen idee ~ Kan geen berichten verzenden
mobifix-1245,anstiftung,DEU,Stuck booting,Mobile,Samsung,Handy,End of life,4,2018-11-27,Geht nicht mehr an
mobifix-1246,The Restart Project,GBR,Power/battery,Mobile,Samsung,Galaxy S4,Repairable,5,2018-12-01,"power problem, advice given"
mobifix-1247,The Restart Project,GBR,Screen,Mobile,,note,Repairable,1,2018-12-01,cracked sceen
mobifix-1248,The Restart Project,GBR,Screen,Mobile,Apple,iphone 5s,Fixed,5,2018-12-01,screen
mobifix-1249,repaircafe,NLD,Screen,Mobile,Apple,,Fixed,,2018-12-01,LCD glas defect ~ scherm beschadigd
mobifix-1250,The Restart Project,ITA,Power/battery,Mobile,Microsoft,Lumia 532,Fixed,3,2018-12-02,Doesn't turn on: tested and it charges. Opened it: the power button is very hard to press but everything works.
mobifix-1251,The Restart Project,ITA,Power/battery,Mobile,Samsung,Galaxy S5,Repairable,4,2018-12-02,"Fell into water, battery dead. Just replace the battery."
mobifix-1252,anstiftung,DEU,Help/configuration,Mobile,Motorola,Smartphone,Fixed,,2018-12-06,"Neuling für ein Smartphone. Einweisung und Aufzeigen, wie die SIM-Karte eingelegt wird."
mobifix-1253,The Restart Project,GBR,Software update,Mobile,Samsung,Galaxy S4,Fixed,,2018-12-08,Screen going on and off.  Fixed by turning off the screen saver.
mobifix-1254,The Restart Project,GBR,On/Off button,Mobile,,,End of life,,2018-12-08,Power button broken.  Needs spare part. No apparent source of part.
mobifix-1255,The Restart Project,GBR,Unknown,Mobile,,,Unknown,,2018-12-08,Not letting calls through.  No time to allocate to fixer
mobifix-1256,The Restart Project,GBR,Speaker/amplifier,Mobile,Apple,iphone,Fixed,,2018-12-08,speakers not working
mobifix-1257,The Restart Project,GBR,Screen,Mobile,,,End of life,,2018-12-08,nothing showing on screen when turned on
mobifix-1258,repaircafe,NLD,Other buttons,Mobile,Apple,,Fixed,3,2018-12-08,home knop wekt niet ~ home button werkt niet
mobifix-1259,repaircafe,NLD,Speaker/amplifier,Mobile,Apple,,Fixed,4,2018-12-08,bekt niet meer
mobifix-1260,The Restart Project,SWE,Power/battery,Mobile,Apple,iPhone 6,Repairable,,2018-12-09,doesn't charge
mobifix-1261,repaircafe,NLD,Help/configuration,Mobile,Samsung,,Fixed,,2018-12-10,Instelling  ~ Scherm vergrendeld
mobifix-1262,anstiftung,DEU,Power/battery,Mobile,,Smartphone,Fixed,,2018-12-18,Recherche nach Akku
mobifix-1263,anstiftung,DEU,USB/charging port,Mobile,Apple,Iphone 7,Repairable,2,2018-12-19,geht nicht mehr an Ladebuchse defekt
mobifix-1264,repaircafe,NLD,Screen,Mobile,Samsung,,Fixed,5,2018-12-22,Scherm ene toestel kapot ~ Scherm overzetten van ene naar ander telefoon
mobifix-1265,repaircafe,GBR,Storage problem,Mobile,,,Fixed,,2019-01-05,storage
mobifix-1266,The Restart Project,NOR,Screen,Mobile,Apple,iPhone 5,Fixed,2,2019-01-06,Touch screen not working properly
mobifix-1267,The Restart Project,NOR,Headphone jack,Mobile,Sony,x2,Repairable,2,2019-01-06,aux-port broken
mobifix-1268,The Restart Project,NOR,Power/battery,Mobile,Nokia,,Fixed,10,2019-01-06,Won't start
mobifix-1269,The Restart Project,NOR,Stuck booting,Mobile,Samsung,Galaxy S2,Fixed,7,2019-01-06,Boot loop
mobifix-1270,The Restart Project,NOR,Power/battery,Mobile,,,Repairable,,2019-01-06,Doesn't charge
mobifix-1271,repaircafe,NLD,Screen,Mobile,Apple,,Fixed,,2019-01-12,Scherm gebroken
mobifix-1272,repaircafe,NLD,Screen,Mobile,Apple,,Fixed,,2019-01-12,Scherm kapot en batterij te oud
mobifix-1273,The Restart Project,GBR,Screen,Mobile,Apple,iphone,Repairable,4,2019-01-13,broken screen
mobifix-1274,The Restart Project,GBR,Microphone,Mobile,HTC,,Fixed,4,2019-01-13,microphone not working
mobifix-1275,anstiftung,DEU,Screen,Mobile,Samsung,Samsung Smartphone J3,Fixed,2,2019-01-15,Displaywechsel
mobifix-1276,The Restart Project,CAN,Storage problem,Mobile,,,Fixed,,2019-01-17,Slow
mobifix-1277,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-01-17,Sceen replacement
mobifix-1278,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-01-17,Display problem
mobifix-1279,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-01-17,Display
mobifix-1280,The Restart Project,CAN,Storage problem,Mobile,,,Repairable,,2019-01-17,Slow
mobifix-1281,The Restart Project,CAN,Other,Mobile,,,End of life,,2019-01-17,Motherboard problem
mobifix-1282,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-01-17,Digitizer problem
mobifix-1283,The Restart Project,CAN,Stuck booting,Mobile,,,Repairable,,2019-01-17,Not booting
mobifix-1284,The Restart Project,CAN,On/Off button,Mobile,,,Repairable,,2019-01-17,Power button
mobifix-1285,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-01-17,Display problem
mobifix-1286,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-01-17,Screen poped off. Have to replace with new one.
mobifix-1287,The Restart Project,CAN,Microphone,Mobile,,,Repairable,,2019-01-17,Sound in hearphone was noisy. Need to change microphone.
mobifix-1288,The Restart Project,CAN,Stuck booting,Mobile,,,Repairable,,2019-01-17,Not booting
mobifix-1289,The Restart Project,CAN,Screen,Mobile,,,Fixed,,2019-01-17,Display bug
mobifix-1290,anstiftung,DEU,Power/battery,Mobile,Siemens,DECT-Telefon,Repairable,,2019-01-17,"Es stellte sich heraus, dass die Akkus verbraucht waren. Mit neuen NiMH-Akkus für Telefone wird das Mobilteil wieder arbeiten. Es ist ein sehr häufiger Fehler, der einfach zu beheben ist."
mobifix-1291,The Restart Project,GBR,Power/battery,Mobile,Samsung,S4,Repairable,,2019-01-19,Not always staying on - needs new battery
mobifix-1292,The Restart Project,GBR,Power/battery,Mobile,,,Repairable,,2019-01-19,Android - battery needs replacing - more time needed
mobifix-1293,The Restart Project,GBR,Speaker/amplifier,Mobile,Apple,iPhone,Fixed,,2019-01-19,Facetime not working - volume issue
mobifix-1294,anstiftung,DEU,Unknown,Mobile,,Telefon W48,Fixed,,2019-01-19,W48 funktioniert nicht
mobifix-1295,anstiftung,DEU,Help/configuration,Mobile,,Telefon W48,Fixed,,2019-01-19,Kein externer Rufaufbau möglich
mobifix-1296,anstiftung,DEU,Other,Mobile,,Telefon,Unknown,,2019-01-19,Rufnummernwahl nicht möglich
mobifix-1297,The Restart Project,GBR,Unknown,Mobile,Apple,5s,End of life,5,2019-01-20,won't turn on
mobifix-1298,The Restart Project,GBR,USB/charging port,Mobile,,,Repairable,2,2019-01-20,needed new connector - professional help
mobifix-1299,anstiftung,DEU,Help/configuration,Mobile,,Handy,Unknown,,2019-01-22,Internetverbindung
mobifix-1300,anstiftung,DEU,Help/configuration,Mobile,,Handy,Fixed,,2019-01-22,war falsch eingestellt
mobifix-1301,anstiftung,DEU,USB/charging port,Mobile,Sony,Xperia V LT25i,Fixed,,2019-01-22,"Bei einem Sony „Xperia V LT25i“ Smartphone war die Micro-USB-Buche defekt; das Gerät ließ sich nicht mehr laden. Der Tausch der Buchse ist gelungen, allerdings ist der Besitzerin dabei ein Missgeschick passiert: sie hat die WLAN-Antenne abgerissen."
mobifix-1302,The Restart Project,ISL,Screen,Mobile,Nokia,Lumina,Repairable,3,2019-01-24,Broken screen
mobifix-1303,The Restart Project,ISL,Power/battery,Mobile,Sony,Phone,Repairable,4,2019-01-24,Bad battery
mobifix-1304,The Restart Project,ISL,Screen,Mobile,LG,Broken screen,Repairable,3,2019-01-24,Broken screen
mobifix-1305,The Restart Project,ISL,Screen,Mobile,Samsung,J5m,Repairable,2,2019-01-24,Broken screen and replacement digitzer
mobifix-1306,The Restart Project,ISL,Screen,Mobile,Samsung,,Repairable,2,2019-01-24,Broken screen
mobifix-1307,The Restart Project,ISL,Screen,Mobile,Apple,Iphone 6s,Repairable,3,2019-01-24,Broken glass
mobifix-1308,The Restart Project,ISL,Power/battery,Mobile,Apple,Iphone 5,Repairable,5,2019-01-24,Looks like overheated battery
mobifix-1309,repaircafe,GBR,Software issue,Mobile,Apple,,Fixed,,2019-01-26,Software
mobifix-1310,repaircafe,NLD,Software issue,Mobile,Sony,,Repairable,5,2019-01-26,Account geblokkeerd door Ziggo ~ Kan geen email meer verzenden
mobifix-1311,anstiftung,DEU,Unknown,Mobile,,Handy,Fixed,,2019-01-26,defekt
mobifix-1312,anstiftung,DEU,Power/battery,Mobile,Samsung,Smartphone,Repairable,,2019-01-29,Akku defekt
mobifix-1313,anstiftung,DEU,Help/configuration,Mobile,,Smartphone,Fixed,,2019-01-29,Betriebssystem neu einrichten
mobifix-1314,The Restart Project,IRL,Power/battery,Mobile,Apple,iPhone 6s,Repairable,,2019-02-02,Replacement Battery needed
mobifix-1315,The Restart Project,IRL,Other buttons,Mobile,Samsung,,Fixed,,2019-02-02,Home Button not working
mobifix-1316,The Restart Project,IRL,Camera,Mobile,Apple,iPhone 6,Fixed,,2019-02-02,Front Camera Not Working
mobifix-1317,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2019-02-02,Broken Screen
mobifix-1318,The Restart Project,IRL,Screen,Mobile,Apple,iPhone SE,Repairable,,2019-02-02,Needs new screen
mobifix-1319,The Restart Project,GBR,Screen,Mobile,Apple,Iphone 6,Repairable,2,2019-02-02,Screen broken
mobifix-1320,The Restart Project,GBR,Power/battery,Mobile,,,Fixed,5,2019-02-02,"Very slow, not charging"
mobifix-1321,The Restart Project,SWE,Screen,Mobile,Apple,iphone 6,Repairable,4,2019-02-03,needs new screen
mobifix-1322,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-02-05,Screen replacement
mobifix-1323,The Restart Project,CAN,USB/charging port,Mobile,,,End of life,,2019-02-05,Charging/power problem
mobifix-1324,The Restart Project,CAN,Stuck booting,Mobile,,,Repairable,,2019-02-05,Not booting
mobifix-1325,The Restart Project,CAN,Headphone jack,Mobile,,,Fixed,,2019-02-05,Jack audio
mobifix-1326,The Restart Project,CAN,Screen,Mobile,,,End of life,,2019-02-05,Touch ID
mobifix-1327,The Restart Project,CAN,Screen,Mobile,,,Fixed,,2019-02-05,Cracked screen
mobifix-1328,The Restart Project,CAN,Software update,Mobile,,,Fixed,,2019-02-05,Pop-up ads/virus
mobifix-1329,anstiftung,DEU,Screen,Mobile,Apple,Iphone,Fixed,3,2019-02-05,Display kaputt
mobifix-1330,anstiftung,DEU,Screen,Mobile,Xiaomi,Xiomi Redmi,Fixed,2,2019-02-06,Displaytausch
mobifix-1331,The Restart Project,SWE,Screen,Mobile,Apple,iPhone 5,Repairable,2,2019-02-07,screen separating from casing
mobifix-1332,anstiftung,DEU,Power/battery,Mobile,Philips,DECT-Telefon,Fixed,,2019-02-07,"Probleme mit der Batterieversorgung hatte ein DECT-Telefon von Philips. Es hielt nie wirklich lange durch und ging wohl auch manchmal einfach aus. Wir vermuteten daher einen schwachen bzw. defekten Akku oder eine Kontaktunsicherheit und empfahlen dem Besitzer, es daheim zunächst einmal mit neuen Akkus auszuprobieren und wiederzukommen, sollte der Fehler bestehen bleiben. Inzwischen informierte uns der Gast, dass das Telefon mit neuen Akkus nun wieder einwandfrei läuft."
mobifix-1333,anstiftung,DEU,Software issue,Mobile,Samsung,Smartphone Galaxy,Fixed,,2019-02-07,"Mit einem Samsung Galaxy Smartphone, das nicht mehr ihrem Willen gehorchen wollte, besuchte uns eine ältere Dame. Nachdem wir bei dem Gerät ein Betriebssystemupdate durchgeführt und die Datenverbindung zurückgesetzt hatten, funktionierte wieder alles zu ihrer Zufriedenheit."
mobifix-1334,anstiftung,DEU,Software issue,Mobile,Samsung,Smartphone Galaxy,Fixed,,2019-02-07,"Mit einem Samsung Galaxy Smartphone, das nicht mehr ihrem Willen gehorchen wollte, besuchte uns eine ältere Dame. Nachdem wir bei dem Gerät ein Betriebssystemupdate durchgeführt und die Datenverbindung zurückgesetzt hatten, funktionierte wieder alles zu ihrer Zufriedenheit."
mobifix-1335,repaircafe,NLD,Charger,Mobile,K10,,Fixed,1,2019-02-08,Adapter ~ Adapteringang kapot
mobifix-1336,The Restart Project,BEL,Unknown,Mobile,Siemens,,End of life,,2019-02-09,gsm werkt niet meer
mobifix-1337,repaircafe,NLD,Help/configuration,Mobile,Huawei,,Fixed,1,2019-02-09,geen defect ~ instellingen
mobifix-1338,The Restart Project,BEL,Screen,Mobile,Apple,Iphone 5,Repairable,6,2019-02-14,Broken screen
mobifix-1339,The Restart Project,NOR,Screen,Mobile,Apple,iPhone 6s,Repairable,3,2019-02-14,Screen not working properly
mobifix-1340,The Restart Project,NOR,Sim card slot,Mobile,Huawei,6,Fixed,5,2019-02-14,Sim card stuck
mobifix-1341,The Restart Project,NOR,Microphone,Mobile,Apple,iPhone 6,Repairable,4,2019-02-14,Microphone not working
mobifix-1342,The Restart Project,GBR,Power/battery,Mobile,,,Repairable,,2019-02-16,won't charge
mobifix-1343,The Restart Project,BEL,Unknown,Mobile,,,Fixed,2,2019-02-20,
mobifix-1344,The Restart Project,BEL,Unknown,Mobile,,,Fixed,2,2019-02-20,
mobifix-1345,The Restart Project,BEL,Unknown,Mobile,,,Fixed,2,2019-02-20,
mobifix-1346,The Restart Project,BEL,Unknown,Mobile,,,Fixed,2,2019-02-20,
mobifix-1347,The Restart Project,BEL,Unknown,Mobile,,,End of life,2,2019-02-20,
mobifix-1348,The Restart Project,BEL,Unknown,Mobile,,,Repairable,3,2019-02-20,
mobifix-1349,The Restart Project,BEL,Unknown,Mobile,,,Repairable,3,2019-02-20,
mobifix-1350,The Restart Project,BEL,Screen,Mobile,Apple,6+,Repairable,2,2019-02-20,broken screen
mobifix-1351,The Restart Project,BEL,Screen,Mobile,Apple,6+,Repairable,2,2019-02-20,broken screen
mobifix-1352,The Restart Project,BEL,Screen,Mobile,Sony,,Fixed,3,2019-02-20,broken screen
mobifix-1353,The Restart Project,ISL,Screen,Mobile,Samsung,S7 SMG930F,Repairable,3,2019-02-21,Broken screen
mobifix-1354,The Restart Project,ISL,Other,Mobile,Samsung,Galxy A8 SMA530F,Repairable,1,2019-02-21,Back glass broken. Had an offer to change for 370€
mobifix-1355,The Restart Project,CAN,Unknown,Mobile,,,Fixed,,2019-02-21,Slow
mobifix-1356,The Restart Project,CAN,Storage problem,Mobile,,,Fixed,,2019-02-21,Slow/storage problem
mobifix-1357,repaircafe,NLD,Unknown,Mobile,Apple,,Fixed,4,2019-02-21,gaat niet open
mobifix-1358,The Restart Project,BEL,Power/battery,Mobile,,iphone,Fixed,2,2019-02-22,Broken battery
mobifix-1359,The Restart Project,GBR,Power/battery,Mobile,Samsung,Galaxy S4,Repairable,7,2019-02-23,"overheats /malfunctions, battery bulging, needs new battery"
mobifix-1360,The Restart Project,GBR,Screen,Mobile,Acer,,Repairable,2,2019-02-23,needs screen replacement
mobifix-1361,The Restart Project,IRL,Unknown,Mobile,Apple,iPhone 4,Fixed,7,2019-02-23,"3 Phones, cannabilised parts into 1"
