id,data_provider,country,fault_type,product_category,brand,model,repair_status,age,event_date,problem
mobifix-427,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone 5,Repairable,,2017-01-28,Battery needs changing.
mobifix-428,The Restart Project,GBR,Unknown,Mobile,,,Fixed,,2017-01-28,Can't get internet. Connected!
mobifix-429,The Restart Project,GBR,Other buttons,Mobile,Apple,,Repairable,,2017-01-28,Home button doesn't work.
mobifix-430,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-01-28,
mobifix-431,The Restart Project,NOR,Screen,Mobile,Apple,iPhone,Fixed,,2017-01-28,Broken screen
mobifix-432,The Restart Project,NOR,Charger,Mobile,Apple,,Repairable,,2017-01-28,iPhone charger
mobifix-433,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2017-01-28,
mobifix-434,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2017-01-28,
mobifix-435,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2017-01-31,Cracked screen
mobifix-436,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-01-31,Cracked screen
mobifix-437,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2017-01-31,Cracked screen
mobifix-438,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-01-31,Cracked screen
mobifix-439,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-01-31,Cracked screen
mobifix-440,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-01-31,Cracked screen
mobifix-441,The Restart Project,USA,Power/battery,Mobile,Apple,iPhone 6,Fixed,,2017-01-31,Battery
mobifix-442,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-01-31,Cracked screen
mobifix-443,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-02-02,
mobifix-444,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-02-02,
mobifix-445,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-02-04,
mobifix-446,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-02-04,
mobifix-447,The Restart Project,ITA,Unknown,Mobile,,,Repairable,,2017-02-04,
mobifix-448,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-02-04,
mobifix-449,The Restart Project,GBR,USB/charging port,Mobile,Fairphone,1,Repairable,,2017-02-05,"Will not charge unless cable held at angle. Removed main board and found loss usb socket needs to be reflowed and surface mount, or find working replacement board"
mobifix-450,The Restart Project,GBR,Screen,Mobile,Apple,iPhone,Repairable,,2017-02-05,iPhone - broken screen
mobifix-451,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone,Repairable,,2017-02-05,iPhone - needed battery change (also needed spare battery)
mobifix-452,The Restart Project,GBR,Power/battery,Mobile,Motorola,,Repairable,,2017-02-11,No activity. Battery problem needs to be resolved first before looking at other parts of the system
mobifix-453,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-02-23,
mobifix-454,The Restart Project,CAN,Unknown,Mobile,,,End of life,,2017-02-23,
mobifix-455,The Restart Project,CAN,Unknown,Mobile,,,Fixed,,2017-02-23,
mobifix-456,repaircafe,NLD,Unknown,Mobile,Apple,,Fixed,,2017-02-24,doet het niet ~ onbekend
mobifix-457,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 6s,Repairable,,2017-02-27,"Cracked screen - fixable, but needs spare parts"
mobifix-458,The Restart Project,GBR,Speaker/amplifier,Mobile,,,Fixed,,2017-02-27,Crackly phone - cleaned with contact cleaner spray
mobifix-459,The Restart Project,GBR,Software update,Mobile,,,Repairable,,2017-02-27,Software issue - needed another part to fix
mobifix-460,anstiftung,DEU,Microphone,Mobile,Motorola,Handy,End of life,,2017-02-28,Das Mikrofon des Telefons kratzte. Die Sprachqualität konnte trotz guten Zuredens und Reinigung der Mikrofonkapsel kaum verbessert werden.
mobifix-461,anstiftung,DEU,Other buttons,Mobile,,schnurloses DECT-Telefon,Fixed,,2017-02-28,Einige Tasten reagierten nicht auf die Eingabe des Benutzers. Das Telefon wurde zerlegt und die Kontaktfolie sowie der Kontaktgummi der Tastatur vorsichtig mit Isopropanol gereinigt. Nach dem Zusammensetzen konnten wieder alle Tasten betätigt werden
mobifix-462,The Restart Project,GBR,Other buttons,Mobile,Apple,I- Phone,Repairable,,2017-03-02,Home button broken - cleaned but needs replacing
mobifix-463,The Restart Project,GBR,Other,Mobile,Apple,I Phone,Repairable,,2017-03-02,water damage - advice on recovering photos
mobifix-464,The Restart Project,GBR,Screen,Mobile,Samsung,SW-t700,Repairable,,2017-03-02,No display - needs new screen
mobifix-465,The Restart Project,GBR,Storage problem,Mobile,Samsung,Sv-69C1,Fixed,,2017-03-02,Full - how to free space. Advice given
mobifix-466,repaircafe,NLD,Help/configuration,Mobile,Apple,,Fixed,1,2017-03-03,onbekend met instellingen ~ leeftijd
mobifix-467,The Restart Project,GBR,Unknown,Mobile,,,End of life,,2017-03-04,
mobifix-468,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone,End of life,4,2017-03-04,
mobifix-469,The Restart Project,NOR,Unknown,Mobile,Sony,Xperia compact,Repairable,3,2017-03-04,
mobifix-470,The Restart Project,NOR,Software update,Mobile,Samsung,,Fixed,1,2017-03-04,Software challenge
mobifix-471,The Restart Project,NOR,Screen,Mobile,Samsung,Galaxy,Fixed,2,2017-03-04,Screen does not work
mobifix-472,The Restart Project,NOR,Microphone,Mobile,Fairphone,2,Repairable,,2017-03-04,Microphone does not work
mobifix-473,The Restart Project,NOR,Power/battery,Mobile,Sony,Ericcson Xperia,Repairable,,2017-03-04,Does not turn on
mobifix-474,The Restart Project,NOR,Other,Mobile,Apple,iPhone 4,Fixed,,2017-03-04,Water damage
mobifix-475,The Restart Project,NOR,Other buttons,Mobile,Apple,iPhone,Repairable,,2017-03-04,Button does not work
mobifix-476,The Restart Project,GBR,Sim card slot,Mobile,Samsung,S3,End of life,,2017-03-08,Not recognizing SIM
mobifix-477,The Restart Project,ITA,Screen,Mobile,Samsung,,End of life,,2017-03-11,Not working the lower part of the touch screen
mobifix-478,repaircafe,NLD,Power/battery,Mobile,Samsung,,Fixed,,2017-03-17,doet het niet ~ accu leeg
mobifix-479,repaircafe,NLD,Help/configuration,Mobile,Apple,,Fixed,1,2017-03-17,moeite met instellingen ~ digibeet
mobifix-480,The Restart Project,GBR,Unknown,Mobile,,,Fixed,3,2017-03-18,
mobifix-481,The Restart Project,GBR,USB/charging port,Mobile,HTC,,Repairable,,2017-03-18,Faulty charger connection
mobifix-482,The Restart Project,GBR,Unknown,Mobile,,,Repairable,,2017-03-18,Moaike - Won't charge
mobifix-483,The Restart Project,GBR,Screen,Mobile,Apple,iPhone,Fixed,,2017-03-18,Screen too dark. Fixed (needs new parts).
mobifix-484,The Restart Project,GBR,Unknown,Mobile,Nokia,9800,Repairable,,2017-03-19,advised on where to get fixed
mobifix-485,The Restart Project,ESP,On/Off button,Mobile,,,Repairable,,2017-03-22,Start button did not go in; difficult access to repair
mobifix-486,The Restart Project,ESP,Power/battery,Mobile,,,Repairable,,2017-03-22,Battery lasts two hours
mobifix-487,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-03-29,
mobifix-488,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-03-30,Cracked screen
mobifix-489,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2017-03-30,Cracked screen
mobifix-490,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2017-03-30,Cracked screen
mobifix-491,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-03-30,Cracked screen and home button
mobifix-492,The Restart Project,USA,Screen,Mobile,Apple,iPhone SE,Fixed,,2017-03-30,Cracked screen and blurry camera
mobifix-493,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-03-30,Cracked screen
mobifix-494,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-03-30,Cracked screen
mobifix-495,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-03-30,"Cracked screen, damaged home button"
mobifix-496,The Restart Project,GBR,Other,Mobile,Apple,iPhone 4s,Repairable,,2017-04-01,"Asks for iTunes only. Advice given, hopefully DIY ready"
mobifix-497,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2017-04-01,Broken screen
mobifix-498,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-04-01,Broken screen
mobifix-499,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5s,Fixed,,2017-04-01,Broken screen & damaged home button
mobifix-500,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-04-01,Broken screen
mobifix-501,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2017-04-01,Broken screen
mobifix-502,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-04-01,Broken screen
mobifix-503,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-04-01,Broken screen
mobifix-504,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-04-01,
mobifix-505,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-04-01,
mobifix-506,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-04-01,
mobifix-507,The Restart Project,ITA,Unknown,Mobile,,,End of life,,2017-04-01,
mobifix-508,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-04-19,Screen Replacement
mobifix-509,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5,Fixed,,2017-04-19,Screen Replacement
mobifix-510,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-04-19,Screen Replacement
mobifix-511,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5c,Fixed,,2017-04-19,Screen Replacement
mobifix-512,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-04-19,Screen Replacement (x2 - Needed to be replaced twice - faulty replacement unit?)
mobifix-513,The Restart Project,IRL,Other buttons,Mobile,Apple,iPhone 5,Fixed,,2017-04-19,Home Button Replacement
mobifix-514,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5,Fixed,,2017-04-19,Screen Replacement
mobifix-515,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-04-19,Screen Replacement
mobifix-516,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5,Fixed,,2017-04-19,Screen Replacement
mobifix-517,The Restart Project,IRL,Screen,Mobile,Apple,iPhone5,Fixed,,2017-04-19,Screen Replacement
mobifix-518,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5c,Fixed,,2017-04-19,Screen Replacement
mobifix-519,anstiftung,DEU,Liquid damage,Mobile,,Smartphone,End of life,,2017-04-20,"War ins Wasser gefallen. Die Besitzerin hatte es schon nach einer Anleitung im Internet getrocknet, aber es gab weder eine Reaktion am Display noch am Touch. Nach dem Öffnen des Gerätes mussten wir dann feststellen, dass der Akku danach halt doch noch zu lange in Kontakt mit dem Wasser war - der Displayanschluss auf dem Mainboard und am Flatflex-Kabel waren wegkorrodiert. Eine Reparatur wird wohl zu teuer."
mobifix-520,The Restart Project,GBR,Speaker/amplifier,Mobile,LG,X3,End of life,,2017-04-22,No sound. Speaker tested and dead. Parts not available. Works via bluetooth/headphones. Customer likely to replace phone
mobifix-521,The Restart Project,GBR,Screen,Mobile,,,Repairable,,2017-04-22,"Broken screen, graphics faulty. Client to source part, find out if repairable, potentially return"
mobifix-522,The Restart Project,GBR,Screen,Mobile,Microsoft,,Repairable,,2017-04-22,"Broken screen. Client to find out if repairable and find part, potentially return"
mobifix-523,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-04-22,
mobifix-524,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-05-01,Broken screen
mobifix-525,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-05-01,Broken screen
mobifix-526,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-05-01,Broken screen
mobifix-527,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-05-01,Broken screen
mobifix-528,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-05-01,Broken screen
mobifix-529,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6s,Fixed,,2017-05-01,Broken screen
mobifix-530,The Restart Project,USA,Power/battery,Mobile,Apple,iPhone 6,Fixed,,2017-05-01,Battery replacement
mobifix-531,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-01,Broken screen
mobifix-532,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-01,Broken screen
mobifix-533,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-01,Broken screen
mobifix-534,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-01,Broken screen
mobifix-535,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-01,Broken screen
mobifix-536,The Restart Project,USA,Screen,Mobile,Apple,iPhone SE,Fixed,,2017-05-01,Broken screen
mobifix-537,The Restart Project,USA,Screen,Mobile,Apple,iPhone 5c,Fixed,,2017-05-01,Broken screen
mobifix-538,The Restart Project,USA,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-01,Broken screen
mobifix-539,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5,Fixed,,2017-05-03,Screen Replacement
mobifix-540,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5c,Fixed,,2017-05-03,Screen Replacement (x2)
mobifix-541,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-03,Screen Replacement
mobifix-542,The Restart Project,IRL,Other buttons,Mobile,Apple,iPhone 5,Fixed,,2017-05-03,Home Button Replacement
mobifix-543,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5s,Fixed,,2017-05-03,Screen Replacement
mobifix-544,The Restart Project,IRL,USB/charging port,Mobile,Apple,iPhone 5c,Fixed,,2017-05-03,Charging Port Replacement
mobifix-545,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5c,Fixed,,2017-05-03,Screen Replacement
mobifix-546,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-03,Screen Replacement
mobifix-547,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2017-05-03,Screen Replacement
mobifix-548,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5s,Fixed,,2017-05-03,Screen Replacement
mobifix-549,The Restart Project,NOR,Sim card slot,Mobile,Sony,Xperia 22,Fixed,2,2017-05-06,Simcard reader broken
mobifix-550,The Restart Project,NOR,Screen,Mobile,Sony,Xperia 22,Fixed,,2017-05-06,Screen change
mobifix-551,The Restart Project,NOR,Speaker/amplifier,Mobile,Apple,,Repairable,,2017-05-06,Does not give a sound
mobifix-552,The Restart Project,NOR,Screen,Mobile,Apple,,Repairable,,2017-05-06,Change screen
mobifix-553,repaircafe,NLD,Unknown,Mobile,Microsoft,,Unknown,1,2017-05-06,Valt langzaam weg
mobifix-554,The Restart Project,ITA,Help/configuration,Mobile,,,Fixed,,2017-05-08,Slow - gave lesson on android use
mobifix-555,The Restart Project,GBR,Screen,Mobile,Samsung,S5,Repairable,,2017-05-09,"Screen damage after drop. Tested by connecting to laptop, phone is ok just needs new screen"
mobifix-556,The Restart Project,ITA,Unknown,Mobile,,,Repairable,,2017-05-13,
mobifix-557,The Restart Project,ITA,Software update,Mobile,Samsung,S4,Repairable,,2017-05-14,F-Droid installation & Clean Up device
mobifix-558,The Restart Project,CAN,Unknown,Mobile,,,Fixed,,2017-05-17,
mobifix-559,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-05-17,
mobifix-560,The Restart Project,ITA,Unknown,Mobile,Nokia,,Fixed,,2017-05-20,Telefonino Nokia
mobifix-561,The Restart Project,GBR,Camera,Mobile,Samsung,,End of life,,2017-05-20,Mobile phone with massive zoom camera. Lots of dismantling & testing. Maybe get clone and swap parts?
mobifix-562,The Restart Project,GBR,Unknown,Mobile,Vodafone,VF695,Repairable,,2017-05-24,
mobifix-563,The Restart Project,GBR,Unknown,Mobile,Nokia,,Fixed,,2017-05-24,
mobifix-564,The Restart Project,GBR,Unknown,Mobile,Alcatel,,End of life,,2017-05-24,
mobifix-565,repaircafe,NLD,Screen,Mobile,Apple,,Unknown,1,2017-06-08,Beeldscherm is zwart ~ Geen idee
mobifix-566,The Restart Project,ITA,Unknown,Mobile,,,Fixed,,2017-06-10,
mobifix-567,The Restart Project,GBR,Other,Mobile,Apple,iPhone 5SE,Fixed,,2017-06-12,Inconsistent WiFi
mobifix-568,The Restart Project,NOR,Other,Mobile,Apple,iPhone,Fixed,3,2017-06-15,Dod had bitten on it
mobifix-569,The Restart Project,NOR,Other,Mobile,Sony,Xperia,Repairable,,2017-06-15,Software issue
mobifix-570,repaircafe,NLD,Power/battery,Mobile,Samsung,,Unknown,,2017-06-15,batterij? telefoon gaat niet meer aan.
mobifix-571,The Restart Project,GBR,Other,Mobile,,,End of life,,2017-06-17,previously poorly repaired
mobifix-572,The Restart Project,NOR,Unknown,Mobile,Samsung,,Fixed,1,2017-06-17,
mobifix-573,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 5,Fixed,6,2017-06-17,
mobifix-574,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 6,Fixed,1,2017-06-17,
mobifix-575,The Restart Project,ITA,Unknown,Mobile,Samsung,Galaxy Core LTE Prime,Fixed,,2017-06-18,
mobifix-576,The Restart Project,GBR,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-577,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,0.2kg
mobifix-578,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,0.1kg
mobifix-579,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-580,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-581,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-582,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-583,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-584,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-585,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-586,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-587,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-588,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-589,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-590,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-591,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-06-24,
mobifix-592,The Restart Project,GBR,Screen,Mobile,Apple,iPhone 5C,Repairable,,2017-06-24,"Screen temperamental. Half fixed, will continue to work on it at home."
mobifix-593,repaircafe,NLD,USB/charging port,Mobile,Swing,,Repairable,17,2017-06-24,Kan niet opladen ~ oxidatie contact
mobifix-594,The Restart Project,ITA,Screen,Mobile,Samsung,,Repairable,,2017-06-30,Broken display
mobifix-595,The Restart Project,ITA,Other,Mobile,Apple,iPhone 5c,Fixed,,2017-06-30,changed flat cable
mobifix-596,The Restart Project,ITA,Screen,Mobile,Apple,iPhone 5,Fixed,,2017-06-30,changed dispay
mobifix-597,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-07-01,
mobifix-598,anstiftung,DEU,Sim card slot,Mobile,,Smartphone,End of life,,2017-07-20,"Es fehlte der SIM-Karten-Halter. Der Besitzer hatte zwar einen neuen mit, aber den konnten wir nicht einlöten, da die Pads auf der Leiterplatte abgerissen waren."
mobifix-599,anstiftung,DEU,Internal damage,Mobile,,Smartphone,End of life,,2017-07-20,Es ging nicht mehr an.Das Display und auch das Mainboard war defekt.
mobifix-600,The Restart Project,GBR,Screen,Mobile,Sony,,Fixed,,2017-07-22,Sony phone screen
mobifix-601,The Restart Project,GBR,Screen,Mobile,,,Fixed,,2017-07-22,screen fixed
mobifix-602,The Restart Project,GBR,Screen,Mobile,,,Repairable,,2017-07-22,"2 android phones, screen replacements. Too complex to do on site - may bring to MISA or do himself"
mobifix-603,The Restart Project,GBR,Screen,Mobile,,,Repairable,,2017-07-22,"2 android phones, screen replacements. Too complex to do on site - may bring to MISA or do himself"
mobifix-604,The Restart Project,GBR,Screen,Mobile,Apple,iPhone,End of life,,2017-07-22,iPhone screen and motherboard. No fix - advice given (too costly to repair)
mobifix-605,The Restart Project,IRL,Screen,Mobile,Apple,iPhone5c,Fixed,,2017-08-02,iPhone 5c - Screen Repaired
mobifix-606,The Restart Project,IRL,USB/charging port,Mobile,Apple,iPhone 5,Fixed,,2017-08-02,iPhone 5 - Replaced Charging Port
mobifix-607,The Restart Project,IRL,Speaker/amplifier,Mobile,Apple,iPhone 5SE,Repairable,,2017-08-02,iPhone 5SE - Speaker to be Replaced - No replacement parts available
mobifix-608,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 5,Fixed,,2017-08-02,iPhone 5 - Screen Replaced
mobifix-609,The Restart Project,IRL,USB/charging port,Mobile,Apple,iPhone 5c,Fixed,,2017-08-02,iPhone 5c - Charging Port Replaced
mobifix-610,The Restart Project,IRL,USB/charging port,Mobile,Apple,iPhone 6,Fixed,,2017-08-02,iPhone 6 - Charging Port dirty/blocked - cleaned out
mobifix-611,The Restart Project,ARG,Unknown,Mobile,,,Repairable,,2017-08-05,2kg
mobifix-612,The Restart Project,ARG,Unknown,Mobile,,,Fixed,,2017-08-05,
mobifix-613,anstiftung,DEU,Sim card slot,Mobile,,Handy,Repairable,,2017-08-06,"Es waren die Kontakte des SIM-Karten-Halters nach einer etwas unsanften Entnahme der SIM verbogen. Beim Versuch, sie wieder zurechtzubiegen, brachen diese jedoch einfach ab, sodass sich dieses Telefon nicht mehr retten ließ. Hier muss wohl der gesamte Halter ausgelötet und gegen einen neuen getauscht werden."
mobifix-614,anstiftung,DEU,Internal damage,Mobile,,Slider-Handy,Repairable,,2017-08-06,Das Display eines Mobiltelefons mit Slider-Mechanismus zeigte nichts mehr an; nur die Hintergrundbeleuchtung funktionierte noch. Wir fanden einen Ermüdungsbruch im Verbindungskabel zum Bildschirm. Durch ständiges Auf- und Zuschieben waren viele der Leiterzüge auf dem dünnen Flexkabel gebrochen. Wir brauchen ein Ersatzteil.
mobifix-615,anstiftung,DEU,Liquid damage,Mobile,Apple,iPhone5,Fixed,,2017-08-22,Aus zwei defekten Geräten wurde ein funktionierendes gemacht.Ein weißes Modell hatte einen Wasserschaden und ein silbernes Modell hatte einen Displayschaden. Daraus entstand ein iPhone mit silbernem Gehäuse und weißem Home-Button.
mobifix-616,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-08-29,
mobifix-617,The Restart Project,CAN,Unknown,Mobile,,,End of life,,2017-08-29,
mobifix-618,The Restart Project,CAN,Unknown,Mobile,,,End of life,,2017-08-29,
mobifix-619,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-08-29,
mobifix-620,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2017-08-29,
mobifix-621,The Restart Project,CAN,Unknown,Mobile,,,Fixed,,2017-08-29,
mobifix-622,The Restart Project,GBR,Unknown,Mobile,,,Repairable,,2017-09-02,
mobifix-623,The Restart Project,ESP,USB/charging port,Mobile,Samsung,S3,Repairable,,2017-09-02,Loose charger connector.
mobifix-624,repaircafe,NLD,Screen,Mobile,Samsung,,Repairable,17,2017-09-02,glas gebroken ~ vallen
mobifix-625,repaircafe,NLD,Unknown,Mobile,Apple,I-Phone,Repairable,,2017-09-02,Achterkant valt er af
mobifix-626,The Restart Project,NOR,Unknown,Mobile,,,Fixed,,2017-09-03,
mobifix-627,The Restart Project,NOR,Unknown,Mobile,Apple,IPhone 4,Repairable,,2017-09-03,
mobifix-628,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 5,Fixed,,2017-09-03,
mobifix-629,The Restart Project,NOR,Unknown,Mobile,Samsung,,Fixed,,2017-09-03,
mobifix-630,The Restart Project,NOR,Other,Mobile,Apple,iPhone 5s,Repairable,,2017-09-03,Humidity problem
mobifix-631,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 6,End of life,,2017-09-03,
mobifix-632,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 6,End of life,,2017-09-03,Humidity problem
mobifix-633,The Restart Project,NOR,Unknown,Mobile,Apple,,Repairable,,2017-09-03,
mobifix-634,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 6,Fixed,,2017-09-03,
mobifix-635,The Restart Project,NOR,Unknown,Mobile,Sony,,Fixed,,2017-09-03,
mobifix-636,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 4,Fixed,,2017-09-03,
mobifix-637,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 5s,Repairable,,2017-09-03,
mobifix-638,The Restart Project,NOR,Other,Mobile,Apple,iPhone 6,Repairable,,2017-09-03,Humidity problem
mobifix-639,The Restart Project,NOR,Unknown,Mobile,Samsung,Galaxy 5,Repairable,,2017-09-03,
mobifix-640,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 6,End of life,,2017-09-03,Humidity problem
mobifix-641,anstiftung,DEU,Screen,Mobile,Samsung,Galaxy S3,Repairable,,2017-09-07,Es hatte einen Displayschaden.Die Reparatur scheiterte bereits am Ausbau des alten Displays. Eventuell sollte ein erneuter Versuch unternommen werden.
mobifix-642,The Restart Project,GBR,Screen,Mobile,Samsung,Galaxy S5 mini,Repairable,,2017-09-09,"intermittent screen flicker, short battery life"
mobifix-643,The Restart Project,GBR,Power/battery,Mobile,Samsung,,Repairable,,2017-09-09,Doesn't turn on
mobifix-644,The Restart Project,GBR,On/Off button,Mobile,Apple,iPhone,Repairable,,2017-09-09,Power botton doesn't work
mobifix-645,repaircafe,NLD,Screen,Mobile,Nexus,,Unknown,,2017-09-09,scherm defect
mobifix-646,repaircafe,NLD,USB/charging port,Mobile,Sony,,Unknown,,2017-09-09,usb werkt niet
mobifix-647,The Restart Project,ESP,Screen,Mobile,Apple,iPhone 5,Fixed,,2017-09-16,Broken screen. The owner had the spare part so we placed it.
mobifix-648,repaircafe,NLD,Software issue,Mobile,Samsung,,Repairable,,2017-09-16,Installeren Airwatch lukt niet ~ ??
mobifix-649,anstiftung,DEU,USB/charging port,Mobile,,Handy,Fixed,,2017-09-20,Lädt nicht.Akku tiefentladen. Lies sich nnach mehrfachem An-/Abstöpseln wieder aktivieren.
mobifix-650,The Restart Project,ITA,Volume buttons,Mobile,Brondi,Duke S,Fixed,,2017-09-23,cleaned electric contacts and volume regulation
mobifix-651,The Restart Project,GBR,On/Off button,Mobile,Apple,iPhone4,End of life,,2017-09-23,On-off switch stuck. Not fixable.
mobifix-652,The Restart Project,GBR,USB/charging port,Mobile,Nokia,,Fixed,,2017-09-23,Power socket dodgy.
mobifix-653,The Restart Project,ITA,Software update,Mobile,Apple,Iphone 4,Fixed,,2017-09-24,OS issue (slow)
mobifix-654,The Restart Project,ITA,Microphone,Mobile,HTC,M8,Fixed,,2017-09-24,"Microphone not working, fixed by cleaning the inside."
