id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
rcint_21212,"Repair Café International",NLD,"Household appliances electric ~ Paper shredder","Paper shredder",Vigorhood,2009,Fixed,,0024,2019-09-07,"Papier vastgelopen"
rcint_21213,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Elna,2009,Fixed,,0024,2019-09-07,"Spoeltje blijft vast zitten"
rcint_21214,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Pioneer,2004,"End of life",,0024,2019-09-07,"Doet niks meer"
rcint_21215,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Tefal,2016,Repairable,,0024,2019-09-07,"Snoer wordt warm, apparaat niet."
rcint_21216,"Repair Café International",NLD,"Household appliances electric ~ Citrus press","Small kitchen item",Braun,????,Fixed,,0024,2019-09-07,"Maakte herrie daarna niks meer"
rcint_21218,"Repair Café International",NLD,"Household appliances electric ~ Dehumidifier",Aircon/dehumidifier,"Clean air",2017,Repairable,,0024,2019-09-07,"Doet het niet meer"
rcint_21219,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Janome,2006,Fixed,,0024,2019-09-07,"Loopt vast"
rcint_21221,"Repair Café International",NLD,"Display and sound equipment ~ Turntable","Hi-Fi separates",Philips,1990,Fixed,,0024,2019-09-07,"Naald gaat boven de plaat en weer terug"
rcint_21222,"Repair Café International",NLD,"Display and sound equipment ~ Walkman","Handheld entertainment device",Sony,1983,Fixed,,0024,2019-09-07,"Werkt niet"
rcint_21223,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Philips,2014,"End of life",,0024,2019-09-07,Kortsluiting
rcint_21224,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Tomado,????,Repairable,,0024,2019-09-07,"Doet het niet"
rcint_21225,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,"Tarrington house",2017,Fixed,,0024,2019-09-07,"Na het ontkalken even gedaan, daarna niet meer"
rcint_21226,"Repair Café International",NLD,"Other ~ Rollator","Small kitchen item",Provo,2019,Repairable,,0024,2019-09-07,"Voorwielen trekken rollator naar rechts"
rcint_21227,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Siemens,????,"End of life",,0024,2019-09-07,"Kortsluiting door water"
rcint_21228,"Repair Café International",NLD,"Household appliances electric ~ Shaver","Hair & beauty item",Philips,2015,Fixed,,0024,2019-09-07,"Tondeuse is los"
rcint_21229,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Philips,????,Fixed,,0024,2019-09-07,"Draden stekker liggen bloot"
rcint_21230,"Repair Café International",NLD,"Display and sound equipment ~ Tuner/amplifier/receiver","Hi-Fi separates",Humax,2015,"End of life",,0024,2019-09-07,"Valt uit tijdens tv kijken, gaat weer aan maar valt weg"
rcint_21234,"Repair Café International",NLD,"Household appliances electric ~ Stove","Large home electrical",Philips,2000,"End of life",,0036,2019-09-07,kortsluiting
rcint_21235,"Repair Café International",NLD,"Household appliances electric ~ Fan",Fan,Domo,????,Repairable,,0036,2019-09-07,"draait niet"
rcint_21238,"Repair Café International",NLD,"Household appliances electric ~ Electric baking tray","Small kitchen item",Princess,2016,Fixed,,0036,2019-09-07,"wordt niet warm"
rcint_21241,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Tomado,2005,"End of life",,0036,2019-09-07,"maakt kortsluiting"
rcint_21243,"Repair Café International",NLD,"Household appliances electric ~ Fan",Fan,SMC,2010,Fixed,,0036,2019-09-07,"schakelaar blijft niet ingedrukt"
rcint_21245,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,1980,Repairable,,0036,2019-09-07,"doet niets meer"
rcint_21249,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,"Black & Decker",2010,Fixed,,0041,2019-09-07,"accu?õ onder de drempelwaarde"
rcint_21250,"Repair Café International",NLD,"Household appliances electric ~ Other",Misc,Pelgrim,2009,Fixed,,0041,2019-09-07,stuk
rcint_21251,"Repair Café International",NLD,"Other ~ Remote control","TV and gaming-related accessories",Panasonic,2017,Fixed,,0041,2019-09-07,stuk
rcint_21252,"Repair Café International",NLD,"Display and sound equipment ~ Other",Misc,Bose,2015,"End of life",,0041,2019-09-07,
rcint_21253,"Repair Café International",NLD,"Computers/phones ~ Photo printer",Printer/scanner,HP,2010,"End of life",,0041,2019-09-07,"onderdeel stuk"
rcint_21254,"Repair Café International",NLD,"Display and sound equipment ~ Dvd/cd player","Hi-Fi separates","B vision",2009,Fixed,,0041,2019-09-07,stuk
rcint_21255,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,2010,Fixed,,0041,2019-09-07,"voet van de stang"
rcint_21256,"Repair Café International",NLD,"Household appliances electric ~ Massage equipment","Hair & beauty item",Unknown,1989,Fixed,,0041,2019-09-07,kabelbreuk
rcint_21257,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,2014,Fixed,,0041,2019-09-07,draadbreuk
rcint_21258,"Repair Café International",NLD,"Household appliances electric ~ Citrus press","Small kitchen item",Braun,1999,"End of life",,0041,2019-09-07,"onderdeel stuk"
rcint_21260,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2015,"End of life",,0041,2019-09-07,stuk
rcint_21261,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2015,Fixed,,0041,2019-09-07,"element niet op zn plaats"
rcint_21262,"Repair Café International",NLD,"Household appliances electric ~ Hob","Small kitchen item",Tristar,2012,Fixed,,0050,2019-09-07,
rcint_21264,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,K?§rcher,????,"End of life",,0050,2019-09-07,
rcint_21266,"Repair Café International",NLD,"Household appliances electric ~ Electric window wiper","Small home electrical",K?§rcher,2018,"End of life",,0050,2019-09-07,"schakelaar start en stop problemen"
rcint_21267,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bestron,????,"End of life",,0050,2019-09-07,
rcint_21268,"Repair Café International",NLD,"Tools electric ~ Drilling machine","Power tool","Black & Decker",2009,Repairable,,0050,2019-09-07,"helemaal geen power bij volle accu"
rcint_21269,"Repair Café International",NLD,"Display and sound equipment ~ Remote control","TV and gaming-related accessories","Luce Plan",2002,Repairable,,0050,2019-09-07,onbekend
rcint_21270,"Repair Café International",NLD,"Other ~ Boiler",Kettle,Daalderop,2008,"End of life",,0050,2019-09-07,"warmt niet op"
rcint_21271,"Repair Café International",NLD,"Other ~ E-reader / E-book reader",Tablet,Kobo,2014,Fixed,,0050,2019-09-07,"staat vast"
rcint_21272,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine","Smart Stitch",????,"End of life",,0050,2019-09-07,"stikt niet goed (draadspanning?)"
rcint_21274,"Repair Café International",NLD,"Tools electric ~ Leafblower","Large home electrical",Gardena,2013,"End of life",,0050,2019-09-07,"werkt niet meer"
rcint_21275,"Repair Café International",NLD,"Display and sound equipment ~ Photo camera","Digital compact camera",Unknown,2016,Repairable,,0050,2019-09-07,"slaat fotos niet op"
rcint_21276,"Repair Café International",NLD,"Computers/phones ~ Computer","Desktop computer",Apple,????,Fixed,,0050,2019-09-07,advies
rcint_21277,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Samsung,2013,Repairable,,0050,2019-09-07,"laadt niet op"
rcint_21278,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,HP,2015,Repairable,,0050,2019-09-07,"laptop start niet meer op. Ook niet met automatisch herstel"
rcint_21279,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0050,2019-09-07,"lamp brandt niet"
rcint_21280,"Repair Café International",NLD,"Household appliances electric ~ Steam appliance (for textiles)","Small home electrical",Primo,????,Fixed,,0050,2019-09-07,"geeft geen stoom"
rcint_21281,"Repair Café International",NLD,"Household appliances electric ~ Printer",Printer/scanner,HP,2014,Fixed,,0050,2019-09-07,"melding printkop beschadigd"
rcint_21282,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Unknown,????,Fixed,,0050,2019-09-07,"cd speler draait niet"
rcint_21283,"Repair Café International",NLD,"Clocks / alarm clocks ~ Alarm clock radio","Portable radio",Unknown,????,"End of life",,0050,2019-09-07,kapot
rcint_21284,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Repairable,,0050,2019-09-07,kapot
rcint_21285,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Tefal,2010,Fixed,,0050,2019-09-07,"deksel gaat niet open"
rcint_21286,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,1999,Fixed,,0050,2019-09-07,"Doet het niet meer"
rcint_21287,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Unknown,1970,Fixed,,0050,2019-09-07,lussen
rcint_21288,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,2009,Fixed,,0050,2019-09-07,"nieuw snoer aan de lamp"
rcint_21290,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,HP,2015,Fixed,,0050,2019-09-07,"probleem met internet en email"
rcint_21291,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0050,2019-09-07,"fitting zit los"
rcint_21292,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor","Russell Hobbs",????,Fixed,,0050,2019-09-07,"stopt ineens"
rcint_21294,"Repair Café International",NLD,"Display and sound equipment ~ Tuner/amplifier/cassette deck","Hi-Fi separates",Unknown,1983,Fixed,,0050,2019-09-07,"start wel maar draait niet, springt terug en de casette gaat er niet in"
rcint_21295,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Unknown,2019,"End of life",,0050,2019-09-07,"doet het niet"
rcint_21296,"Repair Café International",NLD,"Household appliances electric ~ Grill","Small kitchen item",Unknown,????,Fixed,,0050,2019-09-07,"bovenste plaat blijft niet zitten"
rcint_21297,"Repair Café International",NLD,"Computers/phones ~ Television","TV and gaming-related accessories",LG,2014,Fixed,,0050,2019-09-07,"plots op zwart"
rcint_21299,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,2010,"End of life",,0050,2019-09-07,"gevallen wordt niet meer goed warm"
rcint_21300,"Repair Café International",NLD,"Computers/phones ~ Navigation system",Tablet,TomTom,2009,Repairable,,0050,2019-09-07,"selecteert niet meer"
rcint_21301,"Repair Café International",NLD,"Computers/phones ~ Navigation system",Tablet,TomTom,????,Repairable,,0050,2019-09-07,"weigert na het opladen"
rcint_21302,"Repair Café International",NLD,"Tools electric ~ Drilling machine","Power tool",Unknown,????,"End of life",,0050,2019-09-07,"snelheid niet meer regelbaar"
rcint_21303,"Repair Café International",NLD,"Household appliances electric ~ Shaver","Hair & beauty item",Philips,2017,Fixed,,0050,2019-09-07,"olie ingekomen"
rcint_21304,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Akai,????,"End of life",,0050,2019-09-07,"geen geluid meer"
rcint_21305,"Repair Café International",NLD,"Other ~ Keyboard (musical instrument)","Musical instrument",Yamaha,????,Fixed,,0050,2019-09-07,"contact voeding storing"
