id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
rcint_8117,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Ikea,????,Repairable,,0016,2018-07-07,"Het Led-lampje was niet geschikt voor de dimmer"
rcint_8118,"Repair Café International",NLD,"Display and sound equipment ~ Stereoset","Hi-Fi integrated","Wonky Monkey",2015,Repairable,,0016,2018-07-07,"Spanningspiek op het net"
rcint_8119,"Repair Café International",NLD,"Household appliances electric ~ Electric hairbrush","Hair & beauty item",AEG,2017,"End of life",,0016,2018-07-07,"Lager motor of zekering"
rcint_8120,"Repair Café International",NLD,"Household appliances electric ~ Thermostat","Small home electrical",Unknown,????,"End of life",,0016,2018-07-07,"Thermische zekering doorgebrand"
rcint_8121,"Repair Café International",NLD,"Display and sound equipment ~ Other",Misc,"Sanicore Terroiad",????,Repairable,,0016,2018-07-07,"Transformator defect"
rcint_8123,"Repair Café International",NLD,"Other ~ Video camera","DSLR/video camera",Kodak,2010,Repairable,,0016,2018-07-07,"Slecht afsluitende rubber seals"
rcint_8124,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Elma,1998,Fixed,,0016,2018-07-07,"Vastgekoekt mechanisme"
rcint_8125,"Repair Café International",NLD,"Household appliances electric ~ Nail care","Hair & beauty item",Bestron,2005,Fixed,,0016,2018-07-07,Draadbreuk
rcint_8126,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2015,"End of life",,0016,2018-07-07,"Boiler doorgebrand"
rcint_8128,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio","Tivoli Audio",2008,Fixed,,0016,2018-07-07,"Batterijen niet goed / voeding zoek"
rcint_8129,"Repair Café International",NLD,"Computers/phones ~ Computer","Desktop computer",Toshiba,2006,Repairable,,0016,2018-07-07,"Opstart optie van besturingssysteem defect"
rcint_8130,"Repair Café International",NLD,"Household appliances electric ~ High-pressure cleaner","Power tool",K?§rcher,????,Repairable,,0016,2018-07-07,Draadbreuk
rcint_8132,"Repair Café International",NLD,"Display and sound equipment ~ Walkman","Handheld entertainment device",Sony,1990,Fixed,,0016,2018-07-07,Bandje
rcint_8133,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Philips,1990,"End of life",,0016,2018-07-07,?
rcint_8134,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2005,"End of life",,0016,2018-07-07,"contact hapert"
rcint_8135,"Repair Café International",NLD,"Other ~ E-reader / E-book reader",Tablet,Sony,2013,Fixed,,0016,2018-07-07,
rcint_8136,"Repair Café International",NLD,"Display and sound equipment ~ Radio / tape recorder","Portable radio",Aristona,????,Fixed,,0016,2018-07-07,"Cassettedek vuil"
rcint_8138,"Repair Café International",NLD,"Other ~ Lable machine","Small home electrical",Dymo,1995,Fixed,,0016,2018-07-07,"Rubberrol ingedroogd"
rcint_8139,"Repair Café International",NLD,"Household appliances electric ~ Coffee grinder","Food processor",Moulinex,????,Fixed,,0016,2018-07-07,Kortsluiting
rcint_8140,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Philips,2013,Repairable,,0016,2018-07-07,"Schakelaar niet helemaal OK"
rcint_8141,"Repair Café International",NLD,"Household appliances electric ~ Cord","PC accessory",Unknown,????,Fixed,,0016,2018-07-07,?
rcint_8145,"Repair Café International",NLD,"Household appliances electric ~ Stove","Large home electrical",Eurolectric,????,Fixed,,0016,2018-07-07,"Kachel is uit elkaar gevallen"
rcint_8150,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",NAD,2005,Repairable,,0016,2018-07-07,"Snaartje versleten en nog een mechanisch probleem"
rcint_8158,"Repair Café International",NLD,"Toys electric ~ Game console","Games console",Nintendo,1992,Repairable,,0016,2018-07-07,"Mogelijk verkeerde kabel"
rcint_8159,"Repair Café International",NLD,"Tools electric ~ Battery","Small home electrical",Unknown,????,"End of life",,0014,2018-07-07,"Laadt niet op"
rcint_8160,"Repair Café International",NLD,"Household appliances electric ~ Ladyshave","Hair & beauty item",Philips,1960,Fixed,,0014,2018-07-07,"werkt niet meer"
rcint_8161,"Repair Café International",NLD,"Display and sound equipment ~ Turntable","Hi-Fi separates",Dual,1980,"End of life",,0014,2018-07-07,snaarprobleem
rcint_8162,"Repair Café International",NLD,"Household appliances electric ~ Ladyshave","Hair & beauty item",Philips,2010,Repairable,,0014,2018-07-07,"werkt niet meer"
rcint_8164,"Repair Café International",NLD,"Display and sound equipment ~ Lamp/lighting",Lamp,Daylight,2016,Repairable,,0014,2018-07-07,"Storing op de kabel"
rcint_8165,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker","Krups Nespresso",????,Fixed,,0014,2018-07-07,"Functioneert niet goed"
rcint_8166,"Repair Café International",NLD,"Household appliances electric ~ Fridge","Large home electrical","Waeco Myfridge",2005,Repairable,,0014,2018-07-07,"werkt niet meer"
rcint_8167,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Philips,????,Fixed,,0014,2018-07-07,"Zuigkracht laat het afweten"
rcint_8168,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Tefal,????,"End of life",,0014,2018-07-07,"wordt niet meer warm"
rcint_8170,"Repair Café International",NLD,"Household appliances electric ~ Breadmaker","Small kitchen item",Panasonic,????,"End of life",,0014,2018-07-07,"Functioneert niet goed"
rcint_8171,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Krups,????,"End of life",,0014,2018-07-07,"Functioneert niet meer"
rcint_8173,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,????,"End of life",,0014,2018-07-07,"stoomwerking functioneert niet"
rcint_8174,"Repair Café International",NLD,"Tools electric ~ Hedge shear","Power tool",Bosch,????,Fixed,,0014,2018-07-07,"Schakelaar defect"
rcint_8175,"Repair Café International",NLD,"Tools electric ~ Socket",Battery/charger/adapter,Elro,????,Fixed,,0014,2018-07-07,"werkt niet goed"
rcint_8176,"Repair Café International",NLD,"Clocks / alarm clocks ~ Cooking timer",Watch/clock,Unknown,????,"End of life",,0014,2018-07-07,"door te strakke opwindinen werkt de veer niet meer"
rcint_8179,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,"AEG Electrolux",2015,"End of life",,0009,2018-07-07,"wel stroom, geen zuigkracht"
rcint_8180,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Tefal,2015,"End of life",,0009,2018-07-07,"geen stroom"
rcint_8181,"Repair Café International",NLD,"Household appliances non-electric ~ Kitchen scales","Small kitchen item",Unknown,????,Fixed,,0009,2018-07-07,wijkt
rcint_8182,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Bourgini,????,Repairable,,0009,2018-07-07,"slaat niet af / stoom zorgt niet voor afslaan"
rcint_8183,"Repair Café International",NLD,"Household appliances electric ~ Paper shredder","Paper shredder",Lenco,2008,"End of life",,0009,2018-07-07,"Werkt niet, er zit een nietje in"
rcint_8185,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker","Technivorm DE",????,Repairable,,0009,2018-07-07,kortsluiting
rcint_8186,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bosch,2011,Fixed,,0009,2018-07-07,"Maakt veel herrie - onvoldoende onderhoud"
rcint_8187,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,1996,Repairable,,0009,2018-07-07,"Geen stroom na schakelen"
rcint_8189,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,2003,Fixed,,0009,2018-07-07,"pompt geen water meer voor koffie"
rcint_8191,"Repair Café International",NLD,"Household appliances electric ~ Radio / tape recorder","Portable radio",Sony,2014,Fixed,,0009,2018-07-07,"Plug voor aansluiten koptelefoon werkt niet meer - afgescheurd van de print?"
rcint_8192,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2009,Fixed,,0009,2018-07-07,"Geeft aan, dat hij water nodig heeft, ook als hij vol is"
rcint_8193,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",JVC,2008,"End of life",,0009,2018-07-07,"gaat aan en uit op de gekste momenten - gebruik?"
rcint_8194,"Repair Café International",NLD,"Household appliances electric ~ Window wiper","Small home electrical",K?§rcher,2013,Fixed,,0009,2018-07-07,"laadt niet op - aansluiting?"
rcint_8195,"Repair Café International",NLD,"Household appliances non-electric ~ Lamp/lighting",Lamp,Unknown,1960,Fixed,,0009,2018-07-07,"Ligt in onderdelen uit elkaar - moet weer in elkaar gezet worden"
rcint_8197,"Repair Café International",NLD,"Display and sound equipment ~ CD/Cassette player","Hi-Fi separates",Unknown,????,Fixed,,0009,2018-07-07,"Startknop doet het niet"
rcint_8198,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Bosch,2008,"End of life",,0009,2018-07-07,"timer werkt niet"
rcint_8199,"Repair Café International",NLD,"Display and sound equipment ~ Stereoset","Hi-Fi integrated",Philips,2000,Repairable,,0009,2018-07-07,"doet het niet meer. Voeding?"
rcint_8200,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,2008,Fixed,,0009,2018-07-07,"doet het niet - ?"
rcint_8201,"Repair Café International",NLD,"Display and sound equipment ~ Video camera","DSLR/video camera",Sony,1991,Repairable,,0009,2018-07-07,"geeft geen beeld"
rcint_8202,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,"Hermle Quarts",1988,Fixed,,0009,2018-07-07,"doet het niet meer - Geen goede afstelling in horizontale positie"
rcint_8203,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Magimix,????,Repairable,,0009,2018-07-07,"Stopt niet na vol kopje"
rcint_8204,"Repair Café International",NLD,"Display and sound equipment ~ Video camera","DSLR/video camera",Sony,2009,"End of life",,0009,2018-07-07,"bandje gaat er niet uit - laten vallen"
rcint_8205,"Repair Café International",NLD,"Household appliances electric ~ Printer",Printer/scanner,Canon,2008,"End of life",,0009,2018-07-07,"Zegt: Verwijder papier - Papierstroring"
rcint_8207,"Repair Café International",NLD,"Household appliances electric ~ Printer",Printer/scanner,Canon,????,Fixed,,0009,2018-07-07,"print niet, doet niets + papierprop?"
rcint_8208,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2012,Fixed,,0009,2018-07-07,"aan/uit knopje werkt niet"
rcint_8209,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Erazer,2014,Fixed,,0009,2018-07-07,"geen stroom"
rcint_8210,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Repairable,,0009,2018-07-07,"lamp stuk"
rcint_8211,"Repair Café International",NLD,"Household appliances electric ~ Milk frother","Small kitchen item",Inventum,????,"End of life",,0009,2018-07-07,vonkte
rcint_8212,"Repair Café International",NLD,"Household appliances electric ~ Milk frother","Small kitchen item",Lattemento,????,Fixed,,0009,2018-07-07,"lange tijd niet gebruikt"
rcint_8215,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,1996,"End of life",,0009,2018-07-07,"brandt alleen als het schuin gehouden wordt / draadje los?"
rcint_8216,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",Sony,????,Fixed,,0009,2018-07-07,"radio conflicteert met cd-speler"
rcint_8217,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Samsung,2014,Fixed,,0009,2018-07-07,"Maakt veel lawaai + gebruik"
rcint_8219,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Repairable,,0009,2018-07-07,"snoerverbinding niet goed"
rcint_8221,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Philips,????,Fixed,,0009,2018-07-07,"geen stroom"
rcint_8223,"Repair Café International",NLD,"Household appliances electric ~ Smoothie maker","Small kitchen item",Koenic,????,Fixed,,0009,2018-07-07,"wel stroom, mixt niet"
rcint_8224,"Repair Café International",NLD,"Display and sound equipment ~ Turntable","Hi-Fi separates",Philips,1977,Repairable,,0009,2018-07-07,"doet niets + V-snaar helemaal verpulverd"
rcint_8225,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Lervia,????,"End of life",,0009,2018-07-07,"Naald breekt gauw + lussen. oorzaak onbekend"
rcint_8226,"Repair Café International",NLD,"Display and sound equipment ~ Megaphone",Misc,Unknown,????,Repairable,,0009,2018-07-07,"werken niet goed"
rcint_8227,"Repair Café International",NLD,"Display and sound equipment ~ Cassette player/recorder","Hi-Fi separates",Erres,1994,"End of life",,0009,2018-07-07,"rechts geen geluid  + iets kapot?"
rcint_8228,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Perfect,????,"End of life",,0009,2018-07-07,"Speelt niet op het net"
rcint_8231,"Repair Café International",NLD,"Display and sound equipment ~ Amplifier","Hi-Fi separates",Technics,1972,Fixed,,0009,2018-07-07,"krakende potmeters. Volumeknop ?"
rcint_8232,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",Tom-Tec,????,Fixed,,0009,2018-07-07,"draadjes zijn los - solderen?"
rcint_8233,"Repair Café International",NLD,"Computers/phones ~ Printer",Printer/scanner,HP,????,Repairable,,0024,2018-07-07,"Print niet"
rcint_8234,"Repair Café International",NLD,"Household appliances electric ~ Fan",Fan,Unknown,????,Fixed,,0024,2018-07-07,
rcint_8235,"Repair Café International",NLD,"Household appliances electric ~ Other",Misc,"Sweet home",2010,Repairable,,0024,2018-07-07,"Hij doet het niet"
rcint_8236,"Repair Café International",NLD,"Display and sound equipment ~ Amplifier","Hi-Fi separates",Technics,????,"End of life",,0024,2018-07-07,
rcint_8237,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Magimix,????,Fixed,,0024,2018-07-07,"Blijft knipperen"
rcint_8239,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0024,2018-07-07,"Lam defect"
rcint_8240,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Herman,????,Fixed,,0024,2018-07-07,"Knopje eruit"
rcint_8241,"Repair Café International",NLD,"Computers/phones ~ Printer",Printer/scanner,HP,2016,Repairable,,0024,2018-07-07,Papierstoring
rcint_8242,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Unknown,2017,Fixed,,0024,2018-07-07,"Werkt niet"
rcint_8244,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2010,Fixed,,0024,2018-07-07,"Veertje afgebroken"
rcint_8245,"Repair Café International",NLD,"Household appliances electric ~ Blender","Food processor",Philips,2008,Repairable,,0024,2018-07-07,"Hij valt uit"
rcint_8247,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Sony,1998,Fixed,,0024,2018-07-07,"Transistor defect"
rcint_8248,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Unknown,????,Fixed,,0024,2018-07-07,"dig. bus los"
rcint_8250,"Repair Café International",NLD,"Tools electric ~ PH meter",Misc,Unknown,????,"End of life",,0024,2018-07-07,"Knopjes defect"
rcint_8251,"Repair Café International",NLD,"Tools electric ~ Sewing machine","Sewing machine",Singer,????,Fixed,,0047,2018-07-07,"Spoeldraad knapt steeds"
rcint_8252,"Repair Café International",NLD,"Tools electric ~ High-pressure cleaner","Power tool",K?§rcher,2000,"End of life",,0058,2018-07-07,"Lekt aan alle kanten water"
rcint_8253,"Repair Café International",NLD,"Tools electric ~ Sander","Power tool",Festool,2000,"End of life",,0058,2018-07-07,"Doet het niet meer."
rcint_8256,"Repair Café International",NLD,"Display and sound equipment ~ Cd/dvd player","Hi-Fi separates",Skytech,2000,Fixed,,0058,2018-07-07,"Speelt onregelmatig"
rcint_8257,"Repair Café International",NLD,"Display and sound equipment ~ Television","TV and gaming-related accessories",Toshiba,2000,"End of life",,0058,2018-07-07,Kortsluiting
rcint_8258,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2000,Fixed,,0058,2018-07-07,"Lampje knippert. Geen koffie"
rcint_8259,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker","Krups Nespresso",2016,Repairable,,0019,2018-07-07,"lekt aan de onderkant"
rcint_8260,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker","Magimix Nespresso",2013,Repairable,,0019,2018-07-07,Lekt
rcint_8261,"Repair Café International",NLD,"Household appliances electric ~ Milk frother","Small kitchen item",Nespresso,2016,"End of life",,0019,2018-07-07,"Apparaat werkt niet"
rcint_8262,"Repair Café International",NLD,"Display and sound equipment ~ Dvd/video player","Hi-Fi separates",Sony,2004,Fixed,,0019,2018-07-07,"Hij doet het niet"
rcint_8263,"Repair Café International",NLD,"Tools electric ~ Leafblower","Large home electrical",Gardena,2008,Fixed,,0019,2018-07-07,"Doet het niet"
rcint_8264,"Repair Café International",GBR,"Household appliances electric ~ Iron",Iron,"Russell Hobbs",????,Fixed,,0155,2018-07-07,"Doesn't heat up"
rcint_8265,"Repair Café International",GBR,"Household appliances electric ~ Doorbell","Small home electrical",Honeywell,????,Fixed,,0155,2018-07-07,"No door bell"
rcint_8268,"Repair Café International",GBR,"Computers/phones ~ Laptop",Laptop,"Fujitsu Technology Solutions",????,Fixed,,0155,2018-07-07,"Annoying adverts on screen"
rcint_8270,"Repair Café International",GBR,"Household appliances electric ~ Food processor","Food processor",Unknown,????,"End of life",,0217,2018-07-07,
rcint_8271,"Repair Café International",GBR,"Household appliances electric ~ Fan",Fan,Unknown,????,Fixed,,0217,2018-07-07,
rcint_8272,"Repair Café International",GBR,"Other ~ Wrist watch",Watch/clock,Unknown,????,Fixed,,0217,2018-07-07,
rcint_8273,"Repair Café International",GBR,"Other ~ Toy",Toy,Unknown,????,Fixed,,0217,2018-07-07,
rcint_8276,"Repair Café International",GBR,"Other ~ Battery",Battery/charger/adapter,Unknown,????,"End of life",,0217,2018-07-07,
rcint_8277,"Repair Café International",GBR,"Other ~ Doll",Toy,Unknown,????,Fixed,,0217,2018-07-07,
rcint_8278,"Repair Café International",GBR,"Household appliances electric ~ Sewing machine","Sewing machine",Unknown,????,"End of life",,0217,2018-07-07,
rcint_8279,"Repair Café International",GBR,"Household appliances electric ~ Dockingstation","PC accessory",Unknown,????,"End of life",,0217,2018-07-07,
rcint_8280,"Repair Café International",GBR,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0217,2018-07-07,
rcint_8281,"Repair Café International",GBR,"Household appliances electric ~ Grill","Small kitchen item",Unknown,????,Fixed,,0217,2018-07-07,
rcint_8282,"Repair Café International",GBR,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0217,2018-07-07,
rcint_8283,"Repair Café International",GBR,"Household appliances electric ~ Vacuum cleaner",Vacuum,Unknown,????,Repairable,,0217,2018-07-07,
rcint_8291,"Repair Café International",NLD,"Display and sound equipment ~ Amplifier","Hi-Fi separates",Hohner,????,Repairable,,0004,2018-07-12,potentiometerdefect
rcint_8292,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Juro,????,Repairable,,0004,2018-07-12,
rcint_8293,"Repair Café International",NLD,"Computers/phones ~ Printer",Printer/scanner,Samsung,2014,Fixed,,0004,2018-07-12,
rcint_8294,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,AEG,2010,Fixed,,0004,2018-07-12,"vervuilde stofzak"
rcint_8295,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Nespresso,????,Fixed,,0004,2018-07-12,
rcint_8296,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Tomado,????,Repairable,,0004,2018-07-12,
rcint_8297,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Intertek,????,Fixed,,0004,2018-07-12,schakelaar
rcint_8299,"Repair Café International",NLD,"Display and sound equipment ~ Amplifier","Hi-Fi separates",Sony,2000,Repairable,,0004,2018-07-12,
rcint_8300,"Repair Café International",NLD,"Display and sound equipment ~ Speaker","Hi-Fi separates",Pioneer,2000,Repairable,,0004,2018-07-12,
rcint_8303,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0004,2018-07-12,"magneet defect"
rcint_8305,"Repair Café International",NLD,"Display and sound equipment ~ Walkman","Handheld entertainment device",Sony,2000,Repairable,,0004,2018-07-12,"snaaraandrijving defect"
rcint_8306,"Repair Café International",NLD,"Display and sound equipment ~ Walkman","Handheld entertainment device",SilverCrest,2000,Repairable,,0004,2018-07-12,"snaaraandrijving defect"
rcint_8308,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Miele,????,"End of life",,0004,2018-07-12,"kapotte condensator"
rcint_8310,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Dyson,????,Fixed,,0004,2018-07-12,
rcint_8311,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Philips,????,Fixed,,0004,2018-07-12,
rcint_8312,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0004,2018-07-12,
rcint_8313,"Repair Café International",NLD,"Display and sound equipment ~ Speaker","Hi-Fi separates","Packard Bell",????,Fixed,,0004,2018-07-12,
rcint_8314,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Tefal,????,Fixed,,0004,2018-07-12,
rcint_8315,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Philips,????,Fixed,,0004,2018-07-12,
rcint_8322,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Blokker,2015,Fixed,,0004,2018-07-13,
rcint_8323,"Repair Café International",NLD,"Computers/phones ~ Tablet",Tablet,Apple,2001,Fixed,,0004,2018-07-13,
rcint_8324,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Repairable,,0004,2018-07-13,
rcint_8325,"Repair Café International",NLD,"Clocks / alarm clocks ~ Alarm clock radio","Portable radio",Philips,2005,Fixed,,0004,2018-07-13,
rcint_8326,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Braun,2010,"End of life",,0004,2018-07-13,"ouderdom/vermoeidheid kunststof"
rcint_8327,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Philips,2007,Repairable,,0019,2018-07-14,"Werkt niet"
rcint_8328,"Repair Café International",NLD,"Household appliances electric ~ Walkman","Handheld entertainment device",Marquant,????,"End of life",,0019,2018-07-14,"1=defect, schade door vallen"
rcint_8329,"Repair Café International",NLD,"Tools electric ~ High-pressure cleaner","Power tool",K?§rcher,2015,Fixed,,0019,2018-07-14,"Start niet, misschien aan/uit knop"
rcint_8330,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Magimix,2016,Repairable,,0019,2018-07-14,"de machine lekt tijdens het proces"
rcint_8331,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bosch,2010,Fixed,,0025,2018-07-14,Onbekend
rcint_8332,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Lifetec,????,Repairable,,0025,2018-07-14,
rcint_8338,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Sony,????,"End of life",,0025,2018-07-14,"Micro schakelaar afgebroken"
rcint_8339,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Freeplay,2000,Fixed,,0025,2018-07-14,Aandrijfbandje
rcint_8340,"Repair Café International",NLD,"Household appliances non-electric ~ Callus remover","Hair & beauty item",Unknown,2018,Fixed,,0025,2018-07-14,"Uit elkaar gevallen"
rcint_8341,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0025,2018-07-14,"Trekkoordje kapot"
rcint_8342,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,Repairable,,0025,2018-07-14,"Sleutel is afwezig"
rcint_8344,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Unknown,????,Repairable,,0025,2018-07-14,"Veer gebroken"
rcint_8345,"Repair Café International",NLD,"Display and sound equipment ~ Photo camera","Digital compact camera",Sony,????,Repairable,,0025,2018-07-14,"Lens zit vast"
rcint_8347,"Repair Café International",NLD,"Other ~ Cat repellent",Misc,Unknown,????,Fixed,,0025,2018-07-14,"Speaker zit los"
rcint_8348,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Beem,2010,Repairable,,0025,2018-07-14,Verstopping
rcint_8349,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker","Douwe Egberts",1960,"End of life",,0025,2018-07-14,
rcint_8350,"Repair Café International",NLD,"Household appliances electric ~ Oven","Large home electrical",American,????,"End of life",,0025,2018-07-14,Onbekend
rcint_8351,"Repair Café International",NLD,"Tools electric ~ Jigsaw tool","Power tool","Black & Decker",????,Fixed,,0025,2018-07-14,Aandrukbeugel
rcint_8352,"Repair Café International",NLD,"Bicycles ~ E-bike",Misc,Sparta,2010,Fixed,,0025,2018-07-14,
rcint_8353,"Repair Café International",NLD,"Tools electric ~ Drilling machine","Power tool",Bosch,1999,Fixed,,0025,2018-07-14,
rcint_8354,"Repair Café International",NLD,"Household appliances electric ~ Shaver","Hair & beauty item",Philips,1988,Repairable,,0025,2018-07-14,"Batterijen en/of schakelaar"
rcint_8356,"Repair Café International",NLD,"Household appliances electric ~ Oven","Large home electrical",Inventum,????,Fixed,,0025,2018-07-14,
rcint_8358,"Repair Café International",NLD,"Tools electric ~ Sander","Power tool",Rupes,2010,"End of life",,0025,2018-07-14,"Anker zit vast"
rcint_8359,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,2001,"End of life",,0025,2018-07-14,"Aansturing keerklep"
rcint_8360,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Nespresso,????,"End of life",,0025,2018-07-14,
rcint_8361,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2013,"End of life",,0025,2018-07-14,
rcint_8362,"Repair Café International",NLD,"Household appliances electric ~ Steam cleaner","Large home electrical",SilverCrest,2015,Fixed,,0025,2018-07-14,"Geen waterdoorstroming, is door eigenaar gereinigd met azijn! Dus waarschijnlijk pomp."
rcint_8363,"Repair Café International",NLD,"Household appliances electric ~ Milk frother","Small kitchen item",Philips,2016,"End of life",,0025,2018-07-14,
rcint_8364,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,????,Fixed,,0025,2018-07-14,Verstopping
rcint_8365,"Repair Café International",NLD,"Tools electric ~ Hedge shear","Power tool",Bosch,1980,Fixed,,0025,2018-07-14,"Te zwaar belast en roestig"
rcint_8368,"Repair Café International",NLD,"Household appliances electric ~ Electric blanket","Small home electrical",Unknown,????,"End of life",,0027,2018-07-14,"Defect niet gevonden"
rcint_8369,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Electrolux,1990,Fixed,,0027,2018-07-14,"Defect niet gevonden"
rcint_8370,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",Xiron,????,Fixed,,0027,2018-07-14,"Slechte cd"
rcint_8371,"Repair Café International",NLD,"Tools electric ~ Drilling machine","Power tool",Bosch,????,Fixed,,0027,2018-07-14,
